id,nivel,categoria,pergunta,resposta,tags
44,4,DELETE,Como revisar código que usa DELETE sem cair em análise superficial?,"Nível 1 - Conceito: DELETE remove logicamente registro de arquivo indexado ou relativo, conforme suporte da organização. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal.","DELETE, nível 4, cobol"
45,5,START,"Como START influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: START posiciona arquivo indexado/relativo em um ponto de chave para leitura subsequente. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: o erro típico é usar START sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal. Nível 6 - Sinal de maturidade: quem domina START não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","START, nível 5, cobol"
46,1,CLOSE,Qual é a diferença entre usar e não usar CLOSE em COBOL?,"Nível 1 - Conceito: CLOSE encerra o uso do arquivo e materializa buffers e bloqueios pendentes. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","CLOSE, nível 1, cobol"
47,2,FILE STATUS,Como FILE STATUS impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: FILE STATUS captura códigos de retorno das operações de arquivo para tratamento explícito de erro. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","FILE STATUS, nível 2, cobol"
48,3,SORT,Como SORT impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: SORT ordena registros usando arquivo de trabalho e procedimentos de entrada/saída. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador.","SORT, nível 3, cobol"
49,4,MERGE,"Como MERGE influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: MERGE combina arquivos já ordenados em uma única sequência ordenada. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: o erro típico é usar MERGE sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: use MERGE quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","MERGE, nível 4, cobol"
50,5,ACCEPT,Que critérios técnicos ajudam a decidir o uso de ACCEPT em COBOL?,"Nível 1 - Conceito: ACCEPT recebe entrada de terminal, ambiente ou data/hora, dependendo do compilador. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal. Nível 6 - Sinal de maturidade: quem domina ACCEPT não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","ACCEPT, nível 5, cobol"
51,1,DISPLAY,Como eu explicaria DISPLAY para um desenvolvedor iniciante em COBOL?,"Nível 1 - Conceito: DISPLAY emite informação para console, spool ou log, muito usado em debug e rastreio. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","DISPLAY, nível 1, cobol"
52,2,CALL,Quando eu devo usar CALL em COBOL?,"Nível 1 - Conceito: CALL invoca outro programa de forma estática ou dinâmica. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","CALL, nível 2, cobol"
53,3,CANCEL,Como CANCEL impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: CANCEL remove um programa chamado dinamicamente da memória para futura recarga. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","CANCEL, nível 3, cobol"
54,4,GOBACK,"Como GOBACK influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: GOBACK retorna ao chamador ou finaliza o programa principal de forma mais flexível que STOP RUN. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal.","GOBACK, nível 4, cobol"
55,5,STOP RUN,Quais armadilhas comuns aparecem ao usar STOP RUN em sistemas legados COBOL?,"Nível 1 - Conceito: STOP RUN encerra a unidade executável completa. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina STOP RUN não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","STOP RUN, nível 5, cobol"
56,1,EXIT PROGRAM,Qual é a função prática de EXIT PROGRAM em um programa COBOL?,"Nível 1 - Conceito: EXIT PROGRAM retorna do subprograma ao chamador sem encerrar a run unit inteira. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","EXIT PROGRAM, nível 1, cobol"
57,2,COPY,Quando eu devo usar COPY em COBOL?,"Nível 1 - Conceito: COPY insere conteúdo de copybook no fonte durante a compilação. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","COPY, nível 2, cobol"
58,3,REPLACING,"Em termos de projeto, por que COPY ... REPLACING é importante em COBOL?","Nível 1 - Conceito: COPY ... REPLACING permite parametrizar copybooks trocando tokens durante a inclusão. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador.","COPY ... REPLACING, nível 3, cobol"
59,4,COPYBOOK,"Como copybook influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: copybook padroniza layouts e contratos de dados compartilhados entre programas. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção.","copybook, nível 4, cobol"
60,5,DECLARATIVES,"Em um ambiente corporativo, quais riscos e benefícios existem ao adotar DECLARATIVES em COBOL?","Nível 1 - Conceito: DECLARATIVES define tratamento especial para exceções de I/O e condições associadas. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina DECLARATIVES não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","DECLARATIVES, nível 5, cobol"
